route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
002,109.0.1,1041257,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398747,56219,0,0
002,109.0.1,1041256,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398742,56220,0,0
002,109.0.1,1041255,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398740,56219,0,0
002,109.0.1,1041254,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398741,56220,0,0
002,109.0.1,1041253,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398739,56219,0,0
002,109.0.1,1041252,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398738,56220,0,0
002,109.0.1,1041251,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398736,56219,0,0
002,109.0.1,1041250,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398737,56220,0,0
002,109.0.1,1041249,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398735,56219,0,0
002,109.0.1,1041248,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398748,56220,0,0
002,109.0.1,1041247,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398743,56219,0,0
002,109.0.1,1041246,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398745,56220,0,0
002,109.0.1,1041245,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398744,56219,0,0
002,109.0.1,1041244,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398747,56220,0,0
002,109.0.1,1041243,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398746,56219,0,0
002,109.0.1,1041242,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398740,56220,0,0
002,109.0.1,1041241,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398742,56219,0,0
002,109.0.1,1041240,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398739,56220,0,0
002,109.0.1,1041239,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398741,56219,0,0
002,109.0.1,1041298,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398736,56220,0,0
